,510300_择时收益,510300_仓位,510500_择时收益,510500_仓位,512100_择时收益,512100_仓位,159915_择时收益,159915_仓位,588000_择时收益,588000_仓位,510880_择时收益,510880_仓位
2013-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-19,0.0003996283456384475,0.0,0.0003996283456384475,0.0,0.0003996283456384475,0.0,0.0003996283456384475,0.0,0.0003996283456384475,0.0,0.0003996283456384475,0.0
2013-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-24,0.0005898289496046871,0.0,0.0005898289496046871,0.0,0.0005898289496046871,0.0,0.0005898289496046871,0.0,0.0005898289496046871,0.0,0.0005898289496046871,0.0
2013-04-25,0.00010990328510929182,0.0,0.00010990328510929182,0.0,0.00010990328510929182,0.0,0.00010990328510929182,0.0,0.00010990328510929182,0.0,0.00010990328510929182,0.0
2013-04-26,0.0006193868070609732,0.0,0.0006193868070609732,0.0,0.0006193868070609732,0.0,0.0006193868070609732,0.0,0.0006193868070609732,0.0,0.0006193868070609732,0.0
2013-05-02,0.0005690837751219924,0.0,0.0005690837751219924,0.0,0.0005690837751219924,0.0,0.0005690837751219924,0.0,0.0005690837751219924,0.0,0.0005690837751219924,0.0
2013-05-03,0.0003592169071424678,0.0,0.0003592169071424678,0.0,0.0003592169071424678,0.0,0.0003592169071424678,0.0,0.0003592169071424678,0.0,0.0003592169071424678,0.0
2013-05-06,7.979731482032904e-05,0.0,7.979731482032904e-05,0.0,7.979731482032904e-05,0.0,7.979731482032904e-05,0.0,7.979731482032904e-05,0.0,7.979731482032904e-05,0.0
2013-05-07,9.973868464685509e-06,0.0,9.973868464685509e-06,0.0,9.973868464685509e-06,0.0,9.973868464685509e-06,0.0,9.973868464685509e-06,0.0,9.973868464685509e-06,0.0
2013-05-08,2.992130696277684e-05,0.0,2.992130696277684e-05,0.0,2.992130696277684e-05,0.0,2.992130696277684e-05,0.0,2.992130696277684e-05,0.0,2.992130696277684e-05,0.0
2013-05-09,2.9920411704909e-05,0.0,2.9920411704909e-05,0.0,2.9920411704909e-05,0.0,2.9920411704909e-05,0.0,2.9920411704909e-05,0.0,2.9920411704909e-05,0.0
2013-05-10,0.00016954392683676822,0.0,0.00016954392683676822,0.0,0.00016954392683676822,0.0,0.00016954392683676822,0.0,0.00016954392683676822,0.0,0.00016954392683676822,0.0
2013-05-13,0.00012962926031545585,0.0,0.00012962926031545585,0.0,0.00012962926031545585,0.0,0.00012962926031545585,0.0,0.00012962926031545585,0.0,0.00012962926031545585,0.0
2013-05-14,5.982113480684781e-05,0.0,5.982113480684781e-05,0.0,5.982113480684781e-05,0.0,5.982113480684781e-05,0.0,5.982113480684781e-05,0.0,5.982113480684781e-05,0.0
2013-05-15,5.98175564527903e-05,0.0,5.98175564527903e-05,0.0,5.98175564527903e-05,0.0,5.98175564527903e-05,0.0,5.98175564527903e-05,0.0,5.98175564527903e-05,0.0
2013-05-16,5.981397852661274e-05,0.0,5.981397852661274e-05,0.0,5.981397852661274e-05,0.0,5.981397852661274e-05,0.0,5.981397852661274e-05,0.0,5.981397852661274e-05,0.0
2013-05-17,6.977880120029312e-05,0.0,6.977880120029312e-05,0.0,6.977880120029312e-05,0.0,6.977880120029312e-05,0.0,6.977880120029312e-05,0.0,6.977880120029312e-05,0.0
2013-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-22,0.00021934416095859,0.0,0.00021934416095859,0.0,0.00021934416095859,0.0,0.00021934416095859,0.0,0.00021934416095859,0.0,0.00021934416095859,0.0
2013-05-23,0.0004884321328535446,0.0,0.0004884321328535446,0.0,0.0004884321328535446,0.0,0.0004884321328535446,0.0,0.0004884321328535446,0.0,0.0004884321328535446,0.0
2013-05-24,6.974195476727729e-05,0.0,6.974195476727729e-05,0.0,6.974195476727729e-05,0.0,6.974195476727729e-05,0.0,6.974195476727729e-05,0.0,6.974195476727729e-05,0.0
2013-05-27,0.00023909859828452618,0.0,0.00023909859828452618,0.0,0.00023909859828452618,0.0,0.00023909859828452618,0.0,0.00023909859828452618,0.0,0.00023909859828452618,0.0
2013-05-28,3.984024063519165e-05,0.0,3.984024063519165e-05,0.0,3.984024063519165e-05,0.0,3.984024063519165e-05,0.0,3.984024063519165e-05,0.0,3.984024063519165e-05,0.0
2013-05-29,7.967730690694452e-05,0.0,7.967730690694452e-05,0.0,7.967730690694452e-05,0.0,7.967730690694452e-05,0.0,7.967730690694452e-05,0.0,7.967730690694452e-05,0.0
2013-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-31,0.00017925965761400597,0.0,0.00017925965761400597,0.0,0.00017925965761400597,0.0,0.00017925965761400597,0.0,0.00017925965761400597,0.0,0.00017925965761400597,0.0
2013-06-03,0.00018918461431227662,0.0,0.00018918461431227662,0.0,0.00018918461431227662,0.0,0.00018918461431227662,0.0,0.00018918461431227662,0.0,0.00018918461431227662,0.0
2013-06-04,4.977600796407522e-05,0.0,4.977600796407522e-05,0.0,4.977600796407522e-05,0.0,4.977600796407522e-05,0.0,4.977600796407522e-05,0.0,4.977600796407522e-05,0.0
2013-06-05,7.963764869844958e-05,0.0,7.963764869844958e-05,0.0,7.963764869844958e-05,0.0,7.963764869844958e-05,0.0,7.963764869844958e-05,0.0,7.963764869844958e-05,0.0
2013-06-06,9.953913381055557e-05,0.0,9.953913381055557e-05,0.0,9.953913381055557e-05,0.0,9.953913381055557e-05,0.0,9.953913381055557e-05,0.0,9.953913381055557e-05,0.0
2013-06-07,0.00016919968548756437,0.0,0.00016919968548756437,0.0,0.00016919968548756437,0.0,0.00016919968548756437,0.0,0.00016919968548756437,0.0,0.00016919968548756437,0.0
2013-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-14,0.0002487908763408875,0.0,0.0002487908763408875,0.0,0.0002487908763408875,0.0,0.0002487908763408875,0.0,0.0002487908763408875,0.0,0.0002487908763408875,0.0
2013-06-17,0.0005870004278138996,0.0,0.0005870004278138996,0.0,0.0005870004278138996,0.0,0.0005870004278138996,0.0,0.0005870004278138996,0.0,0.0005870004278138996,0.0
2013-06-18,4.971661529284965e-05,0.0,4.971661529284965e-05,0.0,4.971661529284965e-05,0.0,4.971661529284965e-05,0.0,4.971661529284965e-05,0.0,4.971661529284965e-05,0.0
2013-06-19,9.942828734788023e-06,0.0,9.942828734788023e-06,0.0,9.942828734788023e-06,0.0,9.942828734788023e-06,0.0,9.942828734788023e-06,0.0,9.942828734788023e-06,0.0
2013-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-21,0.0002684884102504004,0.0,0.0002684884102504004,0.0,0.0002684884102504004,0.0,0.0002684884102504004,0.0,0.0002684884102504004,0.0,0.0002684884102504004,0.0
2013-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-25,0.00018901147001182395,0.0,0.00018901147001182395,0.0,0.00018901147001182395,0.0,0.00018901147001182395,0.0,0.00018901147001182395,0.0,0.00018901147001182395,0.0
2013-06-26,0.0002685444888703703,0.0,0.0002685444888703703,0.0,0.0002685444888703703,0.0,0.0002685444888703703,0.0,0.0002685444888703703,0.0,0.0002685444888703703,0.0
2013-06-27,0.00020881186051369127,0.0,0.00020881186051369127,0.0,0.00020881186051369127,0.0,0.00020881186051369127,0.0,0.00020881186051369127,0.0,0.00020881186051369127,0.0
2013-06-28,0.0009344865294760307,0.0,0.0009344865294760307,0.0,0.0009344865294760307,0.0,0.0009344865294760307,0.0,0.0009344865294760307,0.0,0.0009344865294760307,0.0
2013-07-01,0.0005164673632356287,0.0,0.0005164673632356287,0.0,0.0005164673632356287,0.0,0.0005164673632356287,0.0,0.0005164673632356287,0.0,0.0005164673632356287,0.0
2013-07-02,0.00016875794155013502,0.0,0.00016875794155013502,0.0,0.00016875794155013502,0.0,0.00016875794155013502,0.0,0.00016875794155013502,0.0,0.00016875794155013502,0.0
2013-07-03,0.00021835578096940367,0.0,0.00021835578096940367,0.0,0.00021835578096940367,0.0,0.00021835578096940367,0.0,0.00021835578096940367,0.0,0.00021835578096940367,0.0
2013-07-04,0.00014884644008938963,0.0,0.00014884644008938963,0.0,0.00014884644008938963,0.0,0.00014884644008938963,0.0,0.00014884644008938963,0.0,0.00014884644008938963,0.0
2013-07-05,0.0002976485762475889,0.0,0.0002976485762475889,0.0,0.0002976485762475889,0.0,0.0002976485762475889,0.0,0.0002976485762475889,0.0,0.0002976485762475889,0.0
2013-07-08,0.0004760960126959368,0.0,0.0004760960126959368,0.0,0.0004760960126959368,0.0,0.0004760960126959368,0.0,0.0004760960126959368,0.0,0.0004760960126959368,0.0
2013-07-09,0.00015862315104886449,0.0,0.00015862315104886449,0.0,0.00015862315104886449,0.0,0.00015862315104886449,0.0,0.00015862315104886449,0.0,0.00015862315104886449,0.0
2013-07-10,0.00019824749216912352,0.0,0.00019824749216912352,0.0,0.00019824749216912352,0.0,0.00019824749216912352,0.0,0.00019824749216912352,0.0,0.00019824749216912352,0.0
2013-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-12,0.0006640632743275532,0.0,0.0006640632743275532,0.0,0.0006640632743275532,0.0,0.0006640632743275532,0.0,0.0006640632743275532,0.0,0.0006640632743275532,0.0
2013-07-15,0.00030704925664370997,0.0,0.00030704925664370997,0.0,0.00030704925664370997,0.0,0.00030704925664370997,0.0,0.00030704925664370997,0.0,0.00030704925664370997,0.0
2013-07-16,0.00019803548795938042,0.0,0.00019803548795938042,0.0,0.00019803548795938042,0.0,0.00019803548795938042,0.0,0.00019803548795938042,0.0,0.00019803548795938042,0.0
2013-07-17,0.00018809646378659117,0.0,0.00018809646378659117,0.0,0.00018809646378659117,0.0,0.00018809646378659117,0.0,0.00018809646378659117,0.0,0.00018809646378659117,0.0
2013-07-18,0.00018806109016034078,0.0,0.00018806109016034078,0.0,0.00018806109016034078,0.0,0.00018806109016034078,0.0,0.00018806109016034078,0.0,0.00018806109016034078,0.0
2013-07-19,0.000564077189510126,0.0,0.000564077189510126,0.0,0.000564077189510126,0.0,0.000564077189510126,0.0,0.000564077189510126,0.0,0.000564077189510126,0.0
2013-07-22,0.00017802921657250614,0.0,0.00017802921657250614,0.0,0.00017802921657250614,0.0,0.00017802921657250614,0.0,0.00017802921657250614,0.0,0.00017802921657250614,0.0
2013-07-23,0.00011866501854140843,0.0,0.00011866501854140843,0.0,0.00011866501854140843,0.0,0.00011866501854140843,0.0,0.00011866501854140843,0.0,0.00011866501854140843,0.0
2013-07-24,5.932546941278538e-05,0.0,5.932546941278538e-05,0.0,5.932546941278538e-05,0.0,5.932546941278538e-05,0.0,5.932546941278538e-05,0.0,5.932546941278538e-05,0.0
2013-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-26,0.0004053746749586029,0.0,0.0004053746749586029,0.0,0.0004053746749586029,0.0,0.0004053746749586029,0.0,0.0004053746749586029,0.0,0.0004053746749586029,0.0
2013-07-29,7.906544642333202e-05,0.0,7.906544642333202e-05,0.0,7.906544642333202e-05,0.0,7.906544642333202e-05,0.0,7.906544642333202e-05,0.0,7.906544642333202e-05,0.0
2013-07-30,8.894159501937615e-05,0.0,8.894159501937615e-05,0.0,8.894159501937615e-05,0.0,8.894159501937615e-05,0.0,8.894159501937615e-05,0.0,8.894159501937615e-05,0.0
2013-07-31,0.0002668010553463773,0.0,0.0002668010553463773,0.0,0.0002668010553463773,0.0,0.0002668010553463773,0.0,0.0002668010553463773,0.0,0.0002668010553463773,0.0
2013-08-01,0.0001383043882006163,0.0,0.0001383043882006163,0.0,0.0001383043882006163,0.0,0.0001383043882006163,0.0,0.0001383043882006163,0.0,0.0001383043882006163,0.0
2013-08-02,0.000503753457131495,0.0,0.000503753457131495,0.0,0.000503753457131495,0.0,0.000503753457131495,0.0,0.000503753457131495,0.0,0.000503753457131495,0.0
2013-08-05,9.87254543849403e-06,0.0,9.87254543849403e-06,0.0,9.87254543849403e-06,0.0,9.87254543849403e-06,0.0,9.87254543849403e-06,0.0,9.87254543849403e-06,0.0
2013-08-06,7.897958377744985e-05,0.0,7.897958377744985e-05,0.0,7.897958377744985e-05,0.0,7.897958377744985e-05,0.0,7.897958377744985e-05,0.0,7.897958377744985e-05,0.0
2013-08-07,0.00010858835143157108,0.0,0.00010858835143157108,0.0,0.00010858835143157108,0.0,0.00010858835143157108,0.0,0.00010858835143157108,0.0,0.00010858835143157108,0.0
2013-08-08,1.9741192960331944e-05,0.0,1.9741192960331944e-05,0.0,1.9741192960331944e-05,0.0,1.9741192960331944e-05,0.0,1.9741192960331944e-05,0.0,1.9741192960331944e-05,0.0
2013-08-09,0.000335593655305777,0.0,0.000335593655305777,0.0,0.000335593655305777,0.0,0.000335593655305777,0.0,0.000335593655305777,0.0,0.000335593655305777,0.0
2013-08-12,7.893672235015359e-05,0.0,7.893672235015359e-05,0.0,7.893672235015359e-05,0.0,7.893672235015359e-05,0.0,7.893672235015359e-05,0.0,7.893672235015359e-05,0.0
2013-08-13,0.00014799467219184237,0.0,0.00014799467219184237,0.0,0.00014799467219184237,0.0,0.00014799467219184237,0.0,0.00014799467219184237,0.0,0.00014799467219184237,0.0
2013-08-14,9.864851533980534e-05,0.0,9.864851533980534e-05,0.0,9.864851533980534e-05,0.0,9.864851533980534e-05,0.0,9.864851533980534e-05,0.0,9.864851533980534e-05,0.0
2013-08-15,0.00028605247583368687,0.0,0.00028605247583368687,0.0,0.00028605247583368687,0.0,0.00028605247583368687,0.0,0.00028605247583368687,0.0,0.00028605247583368687,0.0
2013-08-16,0.0001873600962438715,0.0,0.0001873600962438715,0.0,0.0001873600962438715,0.0,0.0001873600962438715,0.0,0.0001873600962438715,0.0,0.0001873600962438715,0.0
2013-08-19,0.00012816973616747163,0.0,0.00012816973616747163,0.0,0.00012816973616747163,0.0,0.00012816973616747163,0.0,0.00012816973616747163,0.0,0.00012816973616747163,0.0
2013-08-20,0.00011829536380747463,0.0,0.00011829536380747463,0.0,0.00011829536380747463,0.0,0.00011829536380747463,0.0,0.00011829536380747463,0.0,0.00011829536380747463,0.0
2013-08-21,0.0001577084955595165,0.0,0.0001577084955595165,0.0,0.0001577084955595165,0.0,0.0001577084955595165,0.0,0.0001577084955595165,0.0,0.0001577084955595165,0.0
2013-08-22,0.00021681498782877284,0.0,0.00021681498782877284,0.0,0.00021681498782877284,0.0,0.00021681498782877284,0.0,0.00021681498782877284,0.0,0.00021681498782877284,0.0
2013-08-23,0.00026603344138886875,0.0,0.00026603344138886875,0.0,0.00026603344138886875,0.0,0.00026603344138886875,0.0,0.00026603344138886875,0.0,0.00026603344138886875,0.0
2013-08-26,1.9700939734690337e-05,0.0,1.9700939734690337e-05,0.0,1.9700939734690337e-05,0.0,1.9700939734690337e-05,0.0,1.9700939734690337e-05,0.0,1.9700939734690337e-05,0.0
2013-08-27,0.0001576044129236731,0.0,0.0001576044129236731,0.0,0.0001576044129236731,0.0,0.0001576044129236731,0.0,0.0001576044129236731,0.0,0.0001576044129236731,0.0
2013-08-28,0.0002560668137407962,0.0,0.0002560668137407962,0.0,0.0002560668137407962,0.0,0.0002560668137407962,0.0,0.0002560668137407962,0.0,0.0002560668137407962,0.0
2013-08-29,0.00025600126031388726,0.0,0.00025600126031388726,0.0,0.00025600126031388726,0.0,0.00025600126031388726,0.0,0.00025600126031388726,0.0,0.00025600126031388726,0.0
2013-08-30,0.000177186281844266,0.0,0.000177186281844266,0.0,0.000177186281844266,0.0,0.000177186281844266,0.0,0.000177186281844266,0.0,0.000177186281844266,0.0
2013-09-02,0.0002460484617050618,0.0,0.0002460484617050618,0.0,0.0002460484617050618,0.0,0.0002460484617050618,0.0,0.0002460484617050618,0.0,0.0002460484617050618,0.0
2013-09-03,8.855565723053793e-05,0.0,8.855565723053793e-05,0.0,8.855565723053793e-05,0.0,8.855565723053793e-05,0.0,8.855565723053793e-05,0.0,8.855565723053793e-05,0.0
2013-09-04,0.00015741833923654802,0.0,0.00015741833923654802,0.0,0.00015741833923654802,0.0,0.00015741833923654802,0.0,0.00015741833923654802,0.0,0.00015741833923654802,0.0
2013-09-05,3.934839065067308e-05,0.0,3.934839065067308e-05,0.0,3.934839065067308e-05,0.0,3.934839065067308e-05,0.0,3.934839065067308e-05,0.0,3.934839065067308e-05,0.0
2013-09-06,0.00027542789691126224,0.0,0.00027542789691126224,0.0,0.00027542789691126224,0.0,0.00027542789691126224,0.0,0.00027542789691126224,0.0,0.00027542789691126224,0.0
2013-09-09,0.00028518605931870944,0.0,0.00028518605931870944,0.0,0.00028518605931870944,0.0,0.00028518605931870944,0.0,0.00028518605931870944,0.0,0.00028518605931870944,0.0
2013-09-10,9.831198324761203e-06,0.0,9.831198324761203e-06,0.0,9.831198324761203e-06,0.0,9.831198324761203e-06,0.0,9.831198324761203e-06,0.0,9.831198324761203e-06,0.0
2013-09-11,0.00011797322007911504,0.0,0.00011797322007911504,0.0,0.00011797322007911504,0.0,0.00011797322007911504,0.0,0.00011797322007911504,0.0,0.00011797322007911504,0.0
2013-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-13,0.0003342213134898131,0.0,0.0003342213134898131,0.0,0.0003342213134898131,0.0,0.0003342213134898131,0.0,0.0003342213134898131,0.0,0.0003342213134898131,0.0
2013-09-16,0.00020636184074773745,0.0,0.00020636184074773745,0.0,0.00020636184074773745,0.0,0.00020636184074773745,0.0,0.00020636184074773745,0.0,0.00020636184074773745,0.0
2013-09-17,0.0001571956299613042,0.0,0.0001571956299613042,0.0,0.0001571956299613042,0.0,0.0001571956299613042,0.0,0.0001571956299613042,0.0,0.0001571956299613042,0.0
2013-09-18,0.000481335952848827,0.0,0.000481335952848827,0.0,0.000481335952848827,0.0,0.000481335952848827,0.0,0.000481335952848827,0.0,0.000481335952848827,0.0
2013-09-23,9.818456734955738e-05,0.0,9.818456734955738e-05,0.0,9.818456734955738e-05,0.0,9.818456734955738e-05,0.0,9.818456734955738e-05,0.0,9.818456734955738e-05,0.0
2013-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-25,5.8909005223206634e-05,0.0,5.8909005223206634e-05,0.0,5.8909005223206634e-05,0.0,5.8909005223206634e-05,0.0,5.8909005223206634e-05,0.0,5.8909005223206634e-05,0.0
2013-09-26,0.0002650749082055981,0.0,0.0002650749082055981,0.0,0.0002650749082055981,0.0,0.0002650749082055981,0.0,0.0002650749082055981,0.0,0.0002650749082055981,0.0
2013-09-27,0.0003435245620062588,0.0,0.0003435245620062588,0.0,0.0003435245620062588,0.0,0.0003435245620062588,0.0,0.0003435245620062588,0.0,0.0003435245620062588,0.0
2013-09-30,0.0010694662480377204,0.0,0.0010694662480377204,0.0,0.0010694662480377204,0.0,0.0010694662480377204,0.0,0.0010694662480377204,0.0,0.0010694662480377204,0.0
2013-10-08,0.00025482950925725945,0.0,0.00025482950925725945,0.0,0.00025482950925725945,0.0,0.00025482950925725945,0.0,0.00025482950925725945,0.0,0.00025482950925725945,0.0
2013-10-09,0.000293959139679556,0.0,0.000293959139679556,0.0,0.000293959139679556,0.0,0.000293959139679556,0.0,0.000293959139679556,0.0,0.000293959139679556,0.0
2013-10-10,0.0001469363765489451,0.0,0.0001469363765489451,0.0,0.0001469363765489451,0.0,0.0001469363765489451,0.0,0.0001469363765489451,0.0,0.0001469363765489451,0.0
2013-10-11,0.0003428011753183746,0.0,0.0003428011753183746,0.0,0.0003428011753183746,0.0,0.0003428011753183746,0.0,0.0003428011753183746,0.0,0.0003428011753183746,0.0
